Total marks,Percentage in Communication skills,Hours working per day,Logical quotient rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,talenttests taken?,olympiads,reading and writing skills,memory capability score,Higher Studies?,Taken inputs from seniors or elders,interested in games,Tuff behaviour?,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role,interested career area ,Interested Type of Books
88,79,4,9,6,no,yes,no,no,yes,2,3,higherstudies,yes,yes,stubborn,Technical,hard worker,yes,yes,Database Developer,system developer,Mystery
79,77,4,7,1,no,yes,no,no,yes,3,1,job,no,no,gentle,Technical,smart worker,no,yes,Programmer Analyst,system developer,Romance
73,74,4,1,8,no,no,yes,yes,yes,1,3,higherstudies,yes,no,stubborn,Management,smart worker,no,no,Design & UX,security,Autobiographies
75,71,11,8,4,yes,yes,yes,no,yes,3,3,job,yes,yes,stubborn,Management,hard worker,yes,yes,CRM Technical Developer,Business process analyst,Art
85,60,7,6,6,yes,no,no,no,yes,3,2,job,yes,no,gentle,Management,smart worker,no,no,Software Engineer,system developer,Guide
64,67,6,6,5,no,yes,no,no,yes,2,3,higherstudies,no,no,stubborn,Management,smart worker,yes,yes,Web Developer,developer,Series
72,68,5,7,7,no,no,no,yes,no,2,1,job,no,no,stubborn,Technical,hard worker,yes,yes,Software Developer,developer,Guide
72,69,9,4,8,yes,yes,no,no,no,2,2,job,yes,yes,gentle,Technical,hard worker,yes,no,Business Systems Analyst,developer,Cookbooks
84,63,6,7,8,no,yes,yes,no,no,2,2,job,yes,no,gentle,Technical,hard worker,no,no,Network Engineer,Business process analyst,Journals
88,92,6,5,2,no,yes,no,no,yes,2,3,higherstudies,yes,no,stubborn,Management,smart worker,yes,no,Network Engineer,system developer,Childrens
81,85,4,6,8,no,no,yes,no,yes,1,2,higherstudies,yes,no,stubborn,Technical,smart worker,no,no,Information Technology Auditor,Business process analyst,Poetry
69,85,10,7,7,yes,yes,yes,yes,yes,1,2,job,yes,yes,gentle,Management,smart worker,yes,no,Technical Services/Help Desk/Tech Support,developer,Comics
67,83,12,6,6,no,yes,yes,no,no,1,3,job,yes,no,gentle,Technical,hard worker,yes,no,E-Commerce Analyst,security,Guide
69,82,11,1,6,yes,yes,no,yes,yes,1,2,higherstudies,no,no,gentle,Management,hard worker,yes,yes,Information Technology Auditor,developer,Romance
74,94,11,9,7,no,no,no,no,no,1,2,higherstudies,no,no,gentle,Management,hard worker,no,yes,Information Security Analyst,developer,Satire
62,88,9,1,7,no,yes,yes,no,no,2,3,higherstudies,yes,no,stubborn,Management,smart worker,no,no,Information Security Analyst,security,Comics
83,76,11,2,2,no,no,yes,no,no,1,1,job,yes,no,gentle,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing,developer,Mystery
94,63,8,4,6,no,yes,no,yes,no,1,1,job,no,no,gentle,Technical,hard worker,no,no,Data Architect,developer,Biographies
61,69,12,5,1,no,no,no,yes,yes,3,2,job,no,no,stubborn,Management,hard worker,no,yes,Database Developer,cloud computing,Cookbooks
61,92,5,8,1,no,yes,yes,no,no,2,2,job,yes,yes,stubborn,Technical,hard worker,no,yes,Database Administrator,developer,Drama
70,87,5,4,6,no,yes,no,yes,no,3,1,job,no,yes,stubborn,Management,smart worker,yes,no,Systems Analyst,system developer,Anthology
66,74,5,3,7,yes,no,yes,no,yes,2,2,higherstudies,yes,yes,gentle,Management,smart worker,no,no,Network Security Engineer,cloud computing,Horror
88,68,12,9,4,no,yes,no,no,yes,3,1,job,yes,no,gentle,Technical,smart worker,yes,no,E-Commerce Analyst,developer,Autobiographies
79,78,4,6,4,yes,yes,yes,yes,yes,1,2,higherstudies,no,no,gentle,Technical,smart worker,no,yes,Database Manager,system developer,Self help
94,71,8,8,1,no,yes,yes,no,no,2,3,job,no,yes,stubborn,Technical,smart worker,yes,no,Software Systems Engineer,developer,Drama
85,67,6,6,4,no,yes,no,no,yes,3,1,job,no,no,gentle,Management,smart worker,no,no,Network Security Engineer,testing,Poetry
77,76,6,3,1,yes,no,no,yes,yes,3,1,job,no,no,stubborn,Management,smart worker,yes,no,Applications Developer,system developer,Anthology
65,70,10,9,6,yes,yes,yes,yes,no,3,1,job,no,no,stubborn,Technical,hard worker,yes,yes,Network Security Administrator,security,History
80,63,4,2,6,no,yes,no,yes,no,2,2,higherstudies,no,yes,gentle,Technical,smart worker,no,yes,CRM Technical Developer,system developer,Health
91,74,6,3,9,no,yes,no,no,no,3,3,job,yes,yes,gentle,Technical,smart worker,no,no,Design & UX,security,Drama
89,75,7,1,8,no,no,no,no,no,3,3,higherstudies,no,no,stubborn,Management,smart worker,yes,no,Design & UX,security,Romance
62,69,4,4,5,no,no,no,yes,no,3,2,higherstudies,yes,no,stubborn,Technical,smart worker,yes,no,Information Technology Auditor,testing,Math
70,71,12,3,4,yes,yes,no,no,no,1,1,higherstudies,yes,no,gentle,Technical,smart worker,yes,no,Business Systems Analyst,security,Biographies
68,87,9,1,9,no,yes,no,no,no,2,2,job,no,no,gentle,Management,hard worker,yes,no,Database Administrator,testing,Mystery
70,70,4,4,1,yes,yes,no,no,yes,3,2,higherstudies,no,no,stubborn,Technical,hard worker,no,no,Software Developer,testing,Travel
88,71,11,4,4,no,yes,yes,yes,yes,1,3,higherstudies,no,no,stubborn,Technical,smart worker,no,no,CRM Business Analyst,developer,History
91,68,11,2,7,no,yes,yes,yes,no,1,2,job,yes,no,stubborn,Technical,hard worker,yes,yes,Network Engineer,cloud computing,Cookbooks
91,65,10,1,1,yes,yes,no,yes,yes,2,2,higherstudies,yes,no,stubborn,Management,smart worker,yes,no,Information Technology Manager,security,Autobiographies
66,79,10,9,3,no,no,yes,yes,no,2,1,job,yes,yes,stubborn,Technical,hard worker,no,no,UX Designer,Business process analyst,Poetry
70,74,7,4,5,no,yes,no,yes,yes,3,1,job,no,no,stubborn,Management,hard worker,yes,no,Technical Support,security,Horror
89,67,12,4,6,no,no,yes,no,yes,3,2,higherstudies,no,no,stubborn,Technical,smart worker,no,no,Portal Administrator,testing,Dictionaries
61,90,6,8,5,yes,yes,no,no,no,1,2,higherstudies,no,no,stubborn,Technical,smart worker,no,no,Applications Developer,cloud computing,Guide
85,68,8,4,4,no,no,yes,yes,yes,2,2,higherstudies,yes,yes,stubborn,Management,smart worker,no,no,Network Security Engineer,Business process analyst,Mystery
60,68,4,8,1,yes,yes,yes,no,no,3,2,job,no,no,stubborn,Management,hard worker,yes,no,Technical Services/Help Desk/Tech Support,testing,Guide
68,92,12,8,1,yes,yes,yes,yes,yes,1,3,higherstudies,no,yes,gentle,Management,hard worker,yes,yes,Network Security Administrator,system developer,Mystery
72,77,7,7,8,yes,yes,yes,yes,no,3,1,job,no,yes,stubborn,Technical,hard worker,no,yes,Network Engineer,system developer,Comics
87,68,4,6,6,no,yes,yes,yes,yes,3,1,higherstudies,no,no,stubborn,Technical,smart worker,no,yes,Information Technology Auditor,cloud computing,Math
74,69,5,3,7,no,yes,no,no,no,3,3,job,yes,no,stubborn,Management,hard worker,yes,no,Applications Developer,system developer,Romance
76,64,11,9,9,no,no,yes,yes,yes,3,1,job,yes,yes,gentle,Technical,smart worker,no,yes,Design & UX,developer,Diaries
70,64,8,7,4,no,no,no,yes,yes,3,1,higherstudies,yes,yes,stubborn,Management,smart worker,yes,yes,CRM Technical Developer,developer,Drama
83,87,7,2,5,yes,no,yes,yes,no,1,3,higherstudies,yes,yes,stubborn,Management,hard worker,no,no,CRM Business Analyst,security,Trilogy
87,76,11,5,6,no,yes,yes,yes,no,3,3,job,no,no,gentle,Technical,smart worker,no,yes,Database Developer,security,Diaries
90,63,6,7,3,no,no,no,no,no,3,2,job,no,no,gentle,Management,hard worker,no,no,Portal Administrator,Business process analyst,Encyclopedias
87,82,4,9,2,no,no,yes,yes,no,3,3,job,no,yes,gentle,Technical,hard worker,yes,yes,Data Architect,security,Self help
74,81,5,1,6,yes,no,yes,yes,yes,1,3,job,no,no,stubborn,Technical,hard worker,no,yes,Network Security Engineer,system developer,Action and Adventure
86,77,7,1,6,no,yes,yes,yes,no,1,2,higherstudies,yes,yes,gentle,Management,hard worker,yes,yes,Portal Administrator,cloud computing,Diaries
75,68,10,1,8,yes,no,yes,yes,no,3,1,job,yes,no,gentle,Management,smart worker,yes,yes,Software Engineer,cloud computing,Self help
66,90,4,5,7,no,no,no,yes,yes,3,3,job,yes,no,gentle,Management,smart worker,yes,no,Mobile Applications Developer,Business process analyst,Dictionaries
94,79,12,5,5,no,yes,no,yes,yes,1,3,job,no,no,stubborn,Technical,smart worker,yes,yes,Network Security Engineer,cloud computing,Self help
77,73,8,8,2,no,yes,no,no,yes,1,3,job,no,no,gentle,Management,hard worker,no,no,Software Engineer,security,Horror
83,69,6,9,2,yes,no,yes,yes,yes,3,2,job,no,no,stubborn,Technical,smart worker,no,yes,Database Manager,testing,Diaries
75,67,11,1,3,yes,no,no,yes,yes,1,3,higherstudies,no,no,gentle,Management,hard worker,yes,yes,Business Intelligence Analyst,developer,Guide
82,90,8,9,5,yes,no,no,no,yes,2,2,job,yes,yes,stubborn,Technical,smart worker,no,yes,Mobile Applications Developer,security,Horror
68,64,6,4,5,no,no,no,yes,no,2,2,job,yes,yes,gentle,Technical,smart worker,yes,yes,Network Security Administrator,system developer,Science
86,79,5,6,8,yes,no,yes,no,yes,2,1,job,yes,no,stubborn,Management,smart worker,no,yes,Network Security Engineer,developer,Poetry
89,75,12,4,3,no,yes,yes,yes,yes,2,3,higherstudies,yes,no,gentle,Management,smart worker,yes,no,Data Architect,cloud computing,Trilogy
93,75,9,3,5,no,no,yes,no,no,1,2,job,yes,no,gentle,Technical,hard worker,no,yes,Business Systems Analyst,testing,Dictionaries
78,72,12,9,1,no,yes,no,no,no,2,3,higherstudies,yes,no,gentle,Management,hard worker,yes,no,Systems Analyst,cloud computing,Guide
61,87,6,9,5,no,no,yes,yes,yes,2,3,higherstudies,yes,yes,stubborn,Management,hard worker,yes,yes,Business Systems Analyst,developer,Travel
89,71,12,4,5,no,no,no,yes,yes,1,1,job,yes,yes,stubborn,Technical,smart worker,yes,no,Solutions Architect,cloud computing,Cookbooks
90,91,12,8,5,no,no,no,no,no,2,2,higherstudies,yes,no,gentle,Management,smart worker,no,no,Network Security Administrator,testing,Guide
81,76,9,9,5,yes,yes,no,yes,no,2,1,job,no,no,gentle,Technical,hard worker,yes,yes,CRM Technical Developer,cloud computing,Poetry
62,74,4,8,7,yes,yes,no,yes,yes,3,1,job,no,yes,stubborn,Management,smart worker,no,no,Network Security Engineer,cloud computing,Autobiographies
64,70,9,2,8,no,yes,yes,no,no,1,1,job,yes,no,stubborn,Technical,smart worker,yes,yes,Technical Engineer,testing,Autobiographies
92,82,12,4,7,yes,no,yes,no,yes,1,3,job,yes,no,gentle,Management,hard worker,yes,no,Database Administrator,Business process analyst,Cookbooks
67,72,5,2,6,no,no,yes,yes,no,1,2,higherstudies,no,no,gentle,Technical,smart worker,yes,no,Quality Assurance Associate,developer,Autobiographies
89,94,10,2,6,no,no,no,yes,yes,1,2,higherstudies,no,no,gentle,Technical,smart worker,no,no,Database Manager,Business process analyst,Satire
94,62,10,5,7,no,yes,yes,yes,yes,2,3,job,yes,no,gentle,Technical,hard worker,yes,no,Information Technology Manager,cloud computing,Guide
68,73,8,7,4,yes,yes,yes,yes,yes,1,2,higherstudies,yes,no,gentle,Management,hard worker,no,yes,Database Administrator,Business process analyst,History
82,70,11,4,9,no,no,yes,no,yes,2,3,higherstudies,yes,yes,stubborn,Management,hard worker,no,yes,Design & UX,security,Romance
66,73,10,4,4,yes,yes,no,yes,yes,1,2,higherstudies,yes,yes,stubborn,Management,hard worker,no,yes,Network Security Administrator,system developer,Health
81,75,10,1,8,yes,yes,yes,no,no,3,2,higherstudies,yes,no,stubborn,Management,smart worker,yes,no,Software Engineer,security,Poetry
82,94,8,1,7,yes,yes,no,no,yes,2,2,job,no,no,stubborn,Management,hard worker,no,yes,E-Commerce Analyst,developer,Horror
88,84,5,8,1,yes,yes,yes,yes,no,2,2,higherstudies,no,yes,gentle,Management,hard worker,yes,no,Information Technology Auditor,testing,Romance
92,64,8,7,1,yes,no,no,no,yes,1,3,higherstudies,yes,no,stubborn,Management,smart worker,no,yes,Software Quality Assurance (QA) / Testing,cloud computing,Self help
72,88,7,2,9,no,no,no,yes,yes,1,3,job,no,yes,gentle,Technical,smart worker,no,yes,Project Manager,developer,Health
69,74,4,2,3,yes,yes,no,yes,yes,1,1,job,no,no,stubborn,Technical,smart worker,no,yes,Network Security Engineer,testing,Action and Adventure
66,89,8,9,8,no,no,yes,no,yes,1,3,job,yes,no,stubborn,Management,hard worker,yes,yes,Network Engineer,developer,Series
77,62,12,8,1,yes,yes,yes,no,yes,1,1,job,no,no,stubborn,Technical,hard worker,no,yes,E-Commerce Analyst,testing,Journals
69,67,11,6,6,no,no,no,no,no,1,1,job,yes,yes,gentle,Technical,hard worker,no,no,CRM Technical Developer,developer,Romance
68,66,8,2,9,yes,no,yes,no,no,2,2,job,no,yes,gentle,Technical,smart worker,yes,yes,Mobile Applications Developer,cloud computing,Satire
67,78,6,2,2,yes,yes,yes,yes,no,1,3,job,no,no,stubborn,Technical,hard worker,no,no,Database Manager,security,Art
88,90,10,7,7,no,no,yes,yes,yes,3,1,higherstudies,yes,no,gentle,Management,smart worker,no,no,Network Security Engineer,testing,Autobiographies
89,88,8,9,6,no,no,no,yes,no,2,1,job,yes,no,gentle,Management,hard worker,no,no,Database Administrator,testing,Satire
72,70,12,2,3,yes,no,no,yes,no,3,1,job,no,yes,stubborn,Technical,smart worker,no,no,Database Manager,developer,Drama
85,70,9,2,7,yes,no,no,yes,no,3,2,higherstudies,no,yes,stubborn,Technical,hard worker,no,no,Database Developer,developer,Anthology
77,70,6,5,9,yes,no,yes,yes,yes,2,2,job,no,yes,gentle,Management,hard worker,no,yes,Business Systems Analyst,testing,Art
74,76,11,8,8,yes,no,yes,yes,no,3,2,job,yes,yes,gentle,Technical,hard worker,yes,no,Network Engineer,testing,Art
85,81,10,4,2,yes,no,no,yes,yes,2,3,higherstudies,no,no,stubborn,Management,smart worker,yes,yes,Technical Support,system developer,Series
73,76,5,8,7,yes,yes,yes,no,yes,1,1,job,yes,yes,gentle,Management,smart worker,yes,yes,Information Technology Auditor,Business process analyst,Romance
60,88,5,9,8,no,yes,yes,yes,no,1,2,job,yes,no,gentle,Technical,hard worker,no,no,Programmer Analyst,testing,Satire
72,91,4,1,1,no,no,yes,no,no,2,1,higherstudies,no,yes,gentle,Technical,smart worker,yes,yes,Applications Developer,security,Autobiographies
92,68,12,6,6,no,no,yes,no,yes,1,3,job,yes,yes,gentle,Management,hard worker,yes,yes,Information Technology Auditor,testing,Series
86,61,6,8,5,yes,no,yes,no,no,3,1,higherstudies,yes,no,stubborn,Technical,hard worker,yes,yes,Information Technology Manager,testing,Poetry
61,64,4,2,1,yes,yes,no,no,no,2,3,job,no,yes,gentle,Technical,smart worker,no,no,Database Administrator,cloud computing,Poetry
76,88,8,1,3,yes,no,yes,yes,no,1,3,job,no,yes,gentle,Technical,smart worker,yes,yes,UX Designer,developer,Action and Adventure
86,94,6,1,3,no,yes,yes,no,no,1,1,job,yes,no,gentle,Management,hard worker,no,no,Network Security Administrator,system developer,Religion-Spirituality
80,84,7,4,2,yes,yes,no,yes,yes,3,2,job,yes,yes,stubborn,Management,smart worker,yes,no,Software Developer,security,Series
90,83,11,7,4,no,yes,no,yes,yes,3,1,job,no,yes,stubborn,Management,hard worker,yes,no,Data Architect,system developer,Self help
71,78,10,4,5,yes,yes,no,no,no,2,1,higherstudies,yes,no,gentle,Technical,hard worker,yes,yes,Information Technology Manager,security,Self help
84,78,10,6,7,yes,yes,yes,no,no,1,3,higherstudies,yes,yes,gentle,Technical,smart worker,yes,yes,Technical Support,system developer,Autobiographies
68,88,12,2,9,no,yes,no,no,no,1,3,higherstudies,no,no,stubborn,Technical,smart worker,yes,yes,Software Engineer,security,Art
68,65,7,7,9,no,yes,yes,yes,yes,2,3,higherstudies,yes,yes,stubborn,Management,smart worker,no,no,Software Quality Assurance (QA) / Testing,Business process analyst,Guide
63,70,4,3,2,yes,yes,yes,no,no,2,2,job,no,yes,gentle,Management,smart worker,yes,no,Technical Engineer,developer,Romance
90,61,11,2,2,yes,yes,yes,no,no,2,2,higherstudies,yes,no,gentle,Management,smart worker,no,no,Systems Security Administrator,testing,Biographies
69,86,12,5,2,no,yes,no,yes,no,3,2,job,no,yes,stubborn,Technical,hard worker,yes,yes,Business Intelligence Analyst,security,Self help
92,64,11,4,7,yes,no,no,yes,no,2,2,higherstudies,yes,no,stubborn,Management,hard worker,yes,no,Solutions Architect,developer,Series
82,65,7,9,8,yes,no,no,no,yes,2,3,higherstudies,yes,no,gentle,Technical,hard worker,no,yes,Systems Security Administrator,developer,Guide
88,81,11,8,4,no,yes,no,yes,no,3,2,higherstudies,yes,yes,stubborn,Management,smart worker,yes,yes,Network Security Engineer,system developer,Encyclopedias
68,91,10,6,7,yes,yes,yes,yes,no,2,1,job,yes,no,gentle,Technical,hard worker,no,no,Quality Assurance Associate,system developer,Satire
66,90,4,5,2,yes,no,no,yes,yes,2,3,job,no,no,gentle,Management,hard worker,no,yes,Network Security Administrator,cloud computing,Series
76,70,5,8,7,yes,no,yes,yes,yes,3,2,higherstudies,no,no,stubborn,Technical,smart worker,no,yes,Network Security Engineer,Business process analyst,Trilogy
65,79,6,7,5,no,no,no,no,no,3,1,job,yes,yes,gentle,Management,smart worker,no,yes,Network Security Engineer,system developer,Trilogy
85,82,11,6,3,no,no,no,yes,no,1,1,higherstudies,no,yes,stubborn,Technical,hard worker,yes,yes,Systems Analyst,cloud computing,Childrens
92,66,9,5,6,yes,yes,yes,no,yes,1,1,job,no,no,gentle,Technical,smart worker,yes,no,Systems Security Administrator,developer,Autobiographies
83,71,9,9,2,no,no,no,yes,no,1,1,job,yes,no,gentle,Management,hard worker,yes,no,Programmer Analyst,system developer,Art
90,82,11,6,3,no,yes,yes,yes,no,1,1,higherstudies,yes,yes,stubborn,Technical,smart worker,no,no,Software Systems Engineer,testing,Trilogy
68,69,12,7,6,yes,no,yes,no,yes,1,1,higherstudies,no,no,stubborn,Technical,smart worker,no,yes,Solutions Architect,testing,Health
80,67,10,8,9,yes,no,no,yes,no,2,1,job,yes,no,stubborn,Technical,hard worker,no,no,Portal Administrator,security,Mystery
88,62,12,9,8,yes,no,no,no,yes,2,3,job,yes,no,gentle,Technical,smart worker,no,yes,Database Developer,cloud computing,Horror
64,74,5,6,6,no,yes,yes,no,no,1,1,job,no,no,gentle,Technical,hard worker,no,yes,Network Security Administrator,security,Self help
86,62,12,6,5,yes,no,no,yes,no,3,1,job,yes,yes,stubborn,Management,smart worker,yes,yes,Software Developer,testing,Self help
91,82,6,1,3,no,no,yes,yes,yes,1,2,higherstudies,yes,no,gentle,Management,hard worker,no,no,Network Security Administrator,Business process analyst,Prayer books
83,88,12,8,4,yes,yes,no,no,no,1,1,higherstudies,no,no,gentle,Management,hard worker,yes,no,Technical Support,testing,Anthology
88,78,7,5,4,no,no,no,yes,no,2,1,higherstudies,no,yes,stubborn,Management,smart worker,no,yes,Mobile Applications Developer,security,Anthology
73,78,12,7,5,no,yes,no,yes,yes,3,2,higherstudies,no,no,gentle,Management,smart worker,no,yes,Business Intelligence Analyst,developer,Journals
78,66,11,9,7,no,no,yes,no,yes,2,3,higherstudies,no,yes,gentle,Technical,smart worker,no,no,Database Administrator,cloud computing,Horror
73,83,11,1,4,yes,yes,yes,no,yes,3,3,higherstudies,no,no,gentle,Management,hard worker,no,yes,Programmer Analyst,testing,Religion-Spirituality
67,64,5,5,6,no,yes,yes,no,yes,3,1,higherstudies,yes,no,gentle,Technical,hard worker,no,no,Portal Administrator,testing,Autobiographies
92,91,8,8,7,yes,yes,no,no,no,1,1,job,yes,yes,stubborn,Technical,smart worker,no,yes,Software Engineer,system developer,Guide
67,89,6,1,5,yes,yes,yes,yes,yes,1,1,job,no,no,stubborn,Management,hard worker,yes,no,Technical Services/Help Desk/Tech Support,Business process analyst,Childrens
